Date,consumers,nutrients,functionalgroup,biomass,CPL,Stage,Func2,Plot,Herbivory
 Jul18,High,ambient,Corallivore,0,High CPL,pre-MHWs,Corallivore,C1,open
 Jul18,High,ambient,Detritivore,16.32,High CPL,pre-MHWs,Herbivore,C1,open
 Jul18,High,ambient,Grazer,6.19,High CPL,pre-MHWs,Herbivore,C1,open
 Jul18,High,ambient,Scraper/Excavator,0,High CPL,pre-MHWs,Herbivore,C1,open
 Jul18,Medium,ambient,Browser,0,High CPL,pre-MHWs,Herbivore,C1,3x3
 Jul18,Medium,ambient,Corallivore,0,High CPL,pre-MHWs,Corallivore,C1,3x3
 Jul18,Medium,ambient,Detritivore,0,High CPL,pre-MHWs,Herbivore,C1,3x3
 Jul18,Medium,ambient,Grazer,13.83,High CPL,pre-MHWs,Herbivore,C1,3x3
 Jul18,Medium,ambient,Scraper/Excavator,0,High CPL,pre-MHWs,Herbivore,C1,3x3
 Jul18,Low,ambient,Browser,0,Low CPL,pre-MHWs,Herbivore,C1,2x2
 Jul18,Low,ambient,Corallivore,0,Low CPL,pre-MHWs,Corallivore,C1,2x2
 Jul18,Low,ambient,Detritivore,0,Low CPL,pre-MHWs,Herbivore,C1,2x2
 Jul18,Low,ambient,Grazer,0,Low CPL,pre-MHWs,Herbivore,C1,2x2
 Jul18,Low,ambient,Scraper/Excavator,0,Low CPL,pre-MHWs,Herbivore,C1,2x2
 Jul18,Very Low,ambient,Browser,0,Low CPL,pre-MHWs,Herbivore,C1,1x1
 Jul18,Very Low,ambient,Corallivore,0,Low CPL,pre-MHWs,Corallivore,C1,1x1
 Jul18,Very Low,ambient,Detritivore,2.71,Low CPL,pre-MHWs,Herbivore,C1,1x1
 Jul18,Very Low,ambient,Grazer,1.19,Low CPL,pre-MHWs,Herbivore,C1,1x1
 Jul18,Very Low,ambient,Scraper/Excavator,0,Low CPL,pre-MHWs,Herbivore,C1,1x1
 Jul18,High,enriched,Browser,0,High CPL,pre-MHWs,Herbivore,C3,open
 Jul18,High,enriched,Corallivore,0,High CPL,pre-MHWs,Corallivore,C3,open
 Jul18,High,enriched,Detritivore,0,High CPL,pre-MHWs,Herbivore,C3,open
 Jul18,High,enriched,Grazer,0,High CPL,pre-MHWs,Herbivore,C3,open
 Jul18,High,enriched,Scraper/Excavator,0,High CPL,pre-MHWs,Herbivore,C3,open
 Jul18,Medium,enriched,Browser,0,High CPL,pre-MHWs,Herbivore,C3,3x3
 Jul18,Medium,enriched,Corallivore,0,High CPL,pre-MHWs,Corallivore,C3,3x3
 Jul18,Medium,enriched,Detritivore,0,High CPL,pre-MHWs,Herbivore,C3,3x3
 Jul18,Medium,enriched,Grazer,6.19,High CPL,pre-MHWs,Herbivore,C3,3x3
 Jul18,Medium,enriched,Scraper/Excavator,0,High CPL,pre-MHWs,Herbivore,C3,3x3
 Jul18,Low,enriched,Browser,0,Low CPL,pre-MHWs,Herbivore,C3,2x2
 Jul18,Low,enriched,Corallivore,0,Low CPL,pre-MHWs,Corallivore,C3,2x2
 Jul18,Low,enriched,Detritivore,0,Low CPL,pre-MHWs,Herbivore,C3,2x2
 Jul18,Low,enriched,Grazer,6.19,Low CPL,pre-MHWs,Herbivore,C3,2x2
 Jul18,Low,enriched,Scraper/Excavator,0,Low CPL,pre-MHWs,Herbivore,C3,2x2
 Jul18,Very Low,enriched,Browser,0,Low CPL,pre-MHWs,Herbivore,C3,1x1
 Jul18,Very Low,enriched,Corallivore,0,Low CPL,pre-MHWs,Corallivore,C3,1x1
 Jul18,Very Low,enriched,Detritivore,0,Low CPL,pre-MHWs,Herbivore,C3,1x1
 Jul18,Very Low,enriched,Grazer,0,Low CPL,pre-MHWs,Herbivore,C3,1x1
 Jul18,Very Low,enriched,Scraper/Excavator,0,Low CPL,pre-MHWs,Herbivore,C3,1x1
 Jul18,High,ambient,Browser,0,High CPL,pre-MHWs,Herbivore,D2,open
 Jul18,High,ambient,Corallivore,0,High CPL,pre-MHWs,Corallivore,D2,open
 Jul18,High,ambient,Detritivore,0,High CPL,pre-MHWs,Herbivore,D2,open
 Jul18,High,ambient,Grazer,0,High CPL,pre-MHWs,Herbivore,D2,open
 Jul18,High,ambient,Scraper/Excavator,0,High CPL,pre-MHWs,Herbivore,D2,open
 Jul18,Medium,ambient,Browser,0,High CPL,pre-MHWs,Herbivore,D2,3x3
 Jul18,Medium,ambient,Corallivore,0,High CPL,pre-MHWs,Corallivore,D2,3x3
 Jul18,Medium,ambient,Detritivore,13.43,High CPL,pre-MHWs,Herbivore,D2,3x3
 Jul18,Medium,ambient,Grazer,9.81,High CPL,pre-MHWs,Herbivore,D2,3x3
 Jul18,Medium,ambient,Scraper/Excavator,0,High CPL,pre-MHWs,Herbivore,D2,3x3
 Jul18,Low,ambient,Browser,0,Low CPL,pre-MHWs,Herbivore,D2,2x2
 Jul18,Low,ambient,Corallivore,0,Low CPL,pre-MHWs,Corallivore,D2,2x2
 Jul18,Low,ambient,Detritivore,5.86,Low CPL,pre-MHWs,Herbivore,D2,2x2
 Jul18,Low,ambient,Grazer,0,Low CPL,pre-MHWs,Herbivore,D2,2x2
 Jul18,Low,ambient,Scraper/Excavator,0,Low CPL,pre-MHWs,Herbivore,D2,2x2
 Jul18,Very Low,ambient,Browser,0,Low CPL,pre-MHWs,Herbivore,D2,1x1
 Jul18,Very Low,ambient,Corallivore,0,Low CPL,pre-MHWs,Corallivore,D2,1x1
 Jul18,Very Low,ambient,Detritivore,0,Low CPL,pre-MHWs,Herbivore,D2,1x1
 Jul18,Very Low,ambient,Grazer,0,Low CPL,pre-MHWs,Herbivore,D2,1x1
 Jul18,Very Low,ambient,Scraper/Excavator,0,Low CPL,pre-MHWs,Herbivore,D2,1x1
 Jul18,High,enriched,Browser,0,High CPL,pre-MHWs,Herbivore,D4,open
 Jul18,High,enriched,Corallivore,43.6,High CPL,pre-MHWs,Corallivore,D4,open
 Jul18,High,enriched,Detritivore,0,High CPL,pre-MHWs,Herbivore,D4,open
 Jul18,High,enriched,Grazer,0,High CPL,pre-MHWs,Herbivore,D4,open
 Jul18,High,enriched,Scraper/Excavator,41.99,High CPL,pre-MHWs,Herbivore,D4,open
 Jul18,Medium,enriched,Browser,0,High CPL,pre-MHWs,Herbivore,D4,3x3
 Jul18,Medium,enriched,Corallivore,0,High CPL,pre-MHWs,Corallivore,D4,3x3
 Jul18,Medium,enriched,Detritivore,7.57,High CPL,pre-MHWs,Herbivore,D4,3x3
 Jul18,Medium,enriched,Grazer,0,High CPL,pre-MHWs,Herbivore,D4,3x3
 Jul18,Medium,enriched,Scraper/Excavator,22.35,High CPL,pre-MHWs,Herbivore,D4,3x3
 Jul18,Low,enriched,Browser,0,Low CPL,pre-MHWs,Herbivore,D4,2x2
 Jul18,Low,enriched,Corallivore,0,Low CPL,pre-MHWs,Corallivore,D4,2x2
 Jul18,Low,enriched,Detritivore,0,Low CPL,pre-MHWs,Herbivore,D4,2x2
 Jul18,Low,enriched,Grazer,0,Low CPL,pre-MHWs,Herbivore,D4,2x2
 Jul18,Low,enriched,Scraper/Excavator,0,Low CPL,pre-MHWs,Herbivore,D4,2x2
 Jul18,Very Low,enriched,Browser,0,Low CPL,pre-MHWs,Herbivore,D4,1x1
 Jul18,Very Low,enriched,Corallivore,0,Low CPL,pre-MHWs,Corallivore,D4,1x1
 Jul18,Very Low,enriched,Detritivore,0,Low CPL,pre-MHWs,Herbivore,D4,1x1
 Jul18,Very Low,enriched,Grazer,0,Low CPL,pre-MHWs,Herbivore,D4,1x1
 Jul18,Very Low,enriched,Scraper/Excavator,0,Low CPL,pre-MHWs,Herbivore,D4,1x1
 Aug19,High,ambient,Browser,0,High CPL,MHWs,Herbivore,A1,open
 Aug19,High,ambient,Corallivore,5.52,High CPL,MHWs,Corallivore,A1,open
 Aug19,High,ambient,Detritivore,10.28,High CPL,MHWs,Herbivore,A1,open
 Aug19,High,ambient,Grazer,8.1,High CPL,MHWs,Herbivore,A1,open
 Aug19,High,ambient,Scraper/Excavator,0,High CPL,MHWs,Herbivore,A1,open
 Aug19,Medium,ambient,Browser,0,High CPL,MHWs,Herbivore,A1,3x3
 Aug19,Medium,ambient,Corallivore,0,High CPL,MHWs,Corallivore,A1,3x3
 Aug19,Medium,ambient,Detritivore,31.26,High CPL,MHWs,Herbivore,A1,3x3
 Aug19,Medium,ambient,Grazer,0,High CPL,MHWs,Herbivore,A1,3x3
 Aug19,Medium,ambient,Scraper/Excavator,0,High CPL,MHWs,Herbivore,A1,3x3
 Aug19,Low,ambient,Browser,0,Low CPL,MHWs,Herbivore,A1,2x2
 Aug19,Low,ambient,Corallivore,11.04,Low CPL,MHWs,Corallivore,A1,2x2
 Aug19,Low,ambient,Detritivore,4.73,Low CPL,MHWs,Herbivore,A1,2x2
 Aug19,Low,ambient,Grazer,18.6,Low CPL,MHWs,Herbivore,A1,2x2
 Aug19,Low,ambient,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,A1,2x2
 Aug19,Very Low,ambient,Browser,0,Low CPL,MHWs,Herbivore,A1,1x1
 Aug19,Very Low,ambient,Corallivore,0,Low CPL,MHWs,Corallivore,A1,1x1
 Aug19,Very Low,ambient,Detritivore,11.52,Low CPL,MHWs,Herbivore,A1,1x1
 Aug19,Very Low,ambient,Grazer,7.65,Low CPL,MHWs,Herbivore,A1,1x1
 Aug19,Very Low,ambient,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,A1,1x1
 Aug19,High,enriched,Browser,0,High CPL,MHWs,Herbivore,A2,open
 Aug19,High,enriched,Corallivore,13.34,High CPL,MHWs,Corallivore,A2,open
 Aug19,High,enriched,Detritivore,0,High CPL,MHWs,Herbivore,A2,open
 Aug19,High,enriched,Grazer,0,High CPL,MHWs,Herbivore,A2,open
 Aug19,High,enriched,Scraper/Excavator,0,High CPL,MHWs,Herbivore,A2,open
 Aug19,Medium,enriched,Browser,0,High CPL,MHWs,Herbivore,A2,3x3
 Aug19,Medium,enriched,Corallivore,0,High CPL,MHWs,Corallivore,A2,3x3
 Aug19,Medium,enriched,Detritivore,23.89,High CPL,MHWs,Herbivore,A2,3x3
 Aug19,Medium,enriched,Grazer,12.92,High CPL,MHWs,Herbivore,A2,3x3
 Aug19,Medium,enriched,Scraper/Excavator,0,High CPL,MHWs,Herbivore,A2,3x3
 Aug19,Low,enriched,Browser,0,Low CPL,MHWs,Herbivore,A2,2x2
 Aug19,Low,enriched,Corallivore,0,Low CPL,MHWs,Corallivore,A2,2x2
 Aug19,Low,enriched,Detritivore,0,Low CPL,MHWs,Herbivore,A2,2x2
 Aug19,Low,enriched,Grazer,0,Low CPL,MHWs,Herbivore,A2,2x2
 Aug19,Low,enriched,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,A2,2x2
 Aug19,Very Low,enriched,Browser,0,Low CPL,MHWs,Herbivore,A2,1x1
 Aug19,Very Low,enriched,Corallivore,0,Low CPL,MHWs,Corallivore,A2,1x1
 Aug19,Very Low,enriched,Detritivore,0,Low CPL,MHWs,Herbivore,A2,1x1
 Aug19,Very Low,enriched,Grazer,0,Low CPL,MHWs,Herbivore,A2,1x1
 Aug19,Very Low,enriched,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,A2,1x1
 Aug19,High,enriched,Browser,0,High CPL,MHWs,Herbivore,B3,open
 Aug19,High,enriched,Corallivore,6.04,High CPL,MHWs,Corallivore,B3,open
 Aug19,High,enriched,Detritivore,0,High CPL,MHWs,Herbivore,B3,open
 Aug19,High,enriched,Grazer,15.87,High CPL,MHWs,Herbivore,B3,open
 Aug19,High,enriched,Scraper/Excavator,0,High CPL,MHWs,Herbivore,B3,open
 Aug19,Medium,enriched,Browser,0,High CPL,MHWs,Herbivore,B3,3x3
 Aug19,Medium,enriched,Corallivore,5.52,High CPL,MHWs,Corallivore,B3,3x3
 Aug19,Medium,enriched,Detritivore,0,High CPL,MHWs,Herbivore,B3,3x3
 Aug19,Medium,enriched,Grazer,21.98,High CPL,MHWs,Herbivore,B3,3x3
 Aug19,Medium,enriched,Scraper/Excavator,0,High CPL,MHWs,Herbivore,B3,3x3
 Aug19,Low,enriched,Browser,0,Low CPL,MHWs,Herbivore,B3,2x2
 Aug19,Low,enriched,Corallivore,0,Low CPL,MHWs,Corallivore,B3,2x2
 Aug19,Low,enriched,Detritivore,7.57,Low CPL,MHWs,Herbivore,B3,2x2
 Aug19,Low,enriched,Grazer,12.84,Low CPL,MHWs,Herbivore,B3,2x2
 Aug19,Low,enriched,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,B3,2x2
 Aug19,Very Low,enriched,Browser,0,Low CPL,MHWs,Herbivore,B3,1x1
 Aug19,Very Low,enriched,Corallivore,0,Low CPL,MHWs,Corallivore,B3,1x1
 Aug19,Very Low,enriched,Detritivore,0,Low CPL,MHWs,Herbivore,B3,1x1
 Aug19,Very Low,enriched,Grazer,0,Low CPL,MHWs,Herbivore,B3,1x1
 Aug19,Very Low,enriched,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,B3,1x1
 Aug19,High,ambient,Browser,0,High CPL,MHWs,Herbivore,B4,open
 Aug19,High,ambient,Corallivore,0,High CPL,MHWs,Corallivore,B4,open
 Aug19,High,ambient,Detritivore,0,High CPL,MHWs,Herbivore,B4,open
 Aug19,High,ambient,Grazer,13.73,High CPL,MHWs,Herbivore,B4,open
 Aug19,High,ambient,Scraper/Excavator,0,High CPL,MHWs,Herbivore,B4,open
 Aug19,Medium,ambient,Browser,0,High CPL,MHWs,Herbivore,B4,3x3
 Aug19,Medium,ambient,Corallivore,0,High CPL,MHWs,Corallivore,B4,3x3
 Aug19,Medium,ambient,Detritivore,16.12,High CPL,MHWs,Herbivore,B4,3x3
 Aug19,Medium,ambient,Grazer,5.91,High CPL,MHWs,Herbivore,B4,3x3
 Aug19,Medium,ambient,Scraper/Excavator,0,High CPL,MHWs,Herbivore,B4,3x3
 Aug19,Low,ambient,Browser,0,Low CPL,MHWs,Herbivore,B4,2x2
 Aug19,Low,ambient,Corallivore,5.52,Low CPL,MHWs,Corallivore,B4,2x2
 Aug19,Low,ambient,Detritivore,0,Low CPL,MHWs,Herbivore,B4,2x2
 Aug19,Low,ambient,Grazer,0,Low CPL,MHWs,Herbivore,B4,2x2
 Aug19,Low,ambient,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,B4,2x2
 Aug19,Very Low,ambient,Browser,0,Low CPL,MHWs,Herbivore,B4,1x1
 Aug19,Very Low,ambient,Corallivore,0,Low CPL,MHWs,Corallivore,B4,1x1
 Aug19,Very Low,ambient,Detritivore,0,Low CPL,MHWs,Herbivore,B4,1x1
 Aug19,Very Low,ambient,Grazer,0,Low CPL,MHWs,Herbivore,B4,1x1
 Aug19,Very Low,ambient,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,B4,1x1
 Aug19,High,ambient,Browser,0,High CPL,MHWs,Herbivore,C1,open
 Aug19,High,ambient,Corallivore,15.65,High CPL,MHWs,Corallivore,C1,open
 Aug19,High,ambient,Detritivore,0,High CPL,MHWs,Herbivore,C1,open
 Aug19,High,ambient,Grazer,8.3,High CPL,MHWs,Herbivore,C1,open
 Aug19,High,ambient,Scraper/Excavator,0,High CPL,MHWs,Herbivore,C1,open
 Aug19,Medium,ambient,Browser,0,High CPL,MHWs,Herbivore,C1,3x3
 Aug19,Medium,ambient,Corallivore,11.04,High CPL,MHWs,Corallivore,C1,3x3
 Aug19,Medium,ambient,Detritivore,0,High CPL,MHWs,Herbivore,C1,3x3
 Aug19,Medium,ambient,Grazer,12.84,High CPL,MHWs,Herbivore,C1,3x3
 Aug19,Medium,ambient,Scraper/Excavator,0,High CPL,MHWs,Herbivore,C1,3x3
 Aug19,Low,ambient,Browser,0,Low CPL,MHWs,Herbivore,C1,2x2
 Aug19,Low,ambient,Corallivore,0,Low CPL,MHWs,Corallivore,C1,2x2
 Aug19,Low,ambient,Detritivore,0,Low CPL,MHWs,Herbivore,C1,2x2
 Aug19,Low,ambient,Grazer,8.3,Low CPL,MHWs,Herbivore,C1,2x2
 Aug19,Low,ambient,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,C1,2x2
 Aug19,Very Low,ambient,Browser,0,Low CPL,MHWs,Herbivore,C1,1x1
 Aug19,Very Low,ambient,Corallivore,0,Low CPL,MHWs,Corallivore,C1,1x1
 Aug19,Very Low,ambient,Detritivore,0,Low CPL,MHWs,Herbivore,C1,1x1
 Aug19,Very Low,ambient,Grazer,6.38,Low CPL,MHWs,Herbivore,C1,1x1
 Aug19,Very Low,ambient,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,C1,1x1
 Aug19,High,enriched,Browser,0,High CPL,MHWs,Herbivore,C3,open
 Aug19,High,enriched,Corallivore,4.17,High CPL,MHWs,Corallivore,C3,open
 Aug19,High,enriched,Detritivore,0,High CPL,MHWs,Herbivore,C3,open
 Aug19,High,enriched,Grazer,0,High CPL,MHWs,Herbivore,C3,open
 Aug19,High,enriched,Scraper/Excavator,0,High CPL,MHWs,Herbivore,C3,open
 Aug19,Medium,enriched,Browser,0,High CPL,MHWs,Herbivore,C3,3x3
 Aug19,Medium,enriched,Corallivore,15.65,High CPL,MHWs,Corallivore,C3,3x3
 Aug19,Medium,enriched,Detritivore,7.57,High CPL,MHWs,Herbivore,C3,3x3
 Aug19,Medium,enriched,Grazer,18.74,High CPL,MHWs,Herbivore,C3,3x3
 Aug19,Medium,enriched,Scraper/Excavator,127.97,High CPL,MHWs,Herbivore,C3,3x3
 Aug19,Low,enriched,Browser,0,Low CPL,MHWs,Herbivore,C3,2x2
 Aug19,Low,enriched,Corallivore,0,Low CPL,MHWs,Corallivore,C3,2x2
 Aug19,Low,enriched,Detritivore,0,Low CPL,MHWs,Herbivore,C3,2x2
 Aug19,Low,enriched,Grazer,6.19,Low CPL,MHWs,Herbivore,C3,2x2
 Aug19,Low,enriched,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,C3,2x2
 Aug19,Very Low,enriched,Browser,0,Low CPL,MHWs,Herbivore,C3,1x1
 Aug19,Very Low,enriched,Corallivore,0,Low CPL,MHWs,Corallivore,C3,1x1
 Aug19,Very Low,enriched,Detritivore,0,Low CPL,MHWs,Herbivore,C3,1x1
 Aug19,Very Low,enriched,Grazer,0,Low CPL,MHWs,Herbivore,C3,1x1
 Aug19,Very Low,enriched,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,C3,1x1
 Aug19,High,ambient,Browser,0,High CPL,MHWs,Herbivore,D2,open
 Aug19,High,ambient,Corallivore,0,High CPL,MHWs,Corallivore,D2,open
 Aug19,High,ambient,Detritivore,7.57,High CPL,MHWs,Herbivore,D2,open
 Aug19,High,ambient,Grazer,2.33,High CPL,MHWs,Herbivore,D2,open
 Aug19,High,ambient,Scraper/Excavator,0,High CPL,MHWs,Herbivore,D2,open
 Aug19,Medium,ambient,Browser,0,High CPL,MHWs,Herbivore,D2,3x3
 Aug19,Medium,ambient,Corallivore,0,High CPL,MHWs,Corallivore,D2,3x3
 Aug19,Medium,ambient,Detritivore,0,High CPL,MHWs,Herbivore,D2,3x3
 Aug19,Medium,ambient,Grazer,12.65,High CPL,MHWs,Herbivore,D2,3x3
 Aug19,Medium,ambient,Scraper/Excavator,0,High CPL,MHWs,Herbivore,D2,3x3
 Aug19,Low,ambient,Browser,0,Low CPL,MHWs,Herbivore,D2,2x2
 Aug19,Low,ambient,Corallivore,5.52,Low CPL,MHWs,Corallivore,D2,2x2
 Aug19,Low,ambient,Detritivore,0,Low CPL,MHWs,Herbivore,D2,2x2
 Aug19,Low,ambient,Grazer,33.66,Low CPL,MHWs,Herbivore,D2,2x2
 Aug19,Low,ambient,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,D2,2x2
 Aug19,Very Low,ambient,Browser,0,Low CPL,MHWs,Herbivore,D2,1x1
 Aug19,Very Low,ambient,Corallivore,0,Low CPL,MHWs,Corallivore,D2,1x1
 Aug19,Very Low,ambient,Detritivore,0,Low CPL,MHWs,Herbivore,D2,1x1
 Aug19,Very Low,ambient,Grazer,4.05,Low CPL,MHWs,Herbivore,D2,1x1
 Aug19,Very Low,ambient,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,D2,1x1
 Aug19,High,enriched,Browser,0,High CPL,MHWs,Herbivore,D4,open
 Aug19,High,enriched,Corallivore,0,High CPL,MHWs,Corallivore,D4,open
 Aug19,High,enriched,Detritivore,11.65,High CPL,MHWs,Herbivore,D4,open
 Aug19,High,enriched,Grazer,0,High CPL,MHWs,Herbivore,D4,open
 Aug19,High,enriched,Scraper/Excavator,221.5,High CPL,MHWs,Herbivore,D4,open
 Aug19,Medium,enriched,Browser,0,High CPL,MHWs,Herbivore,D4,3x3
 Aug19,Medium,enriched,Corallivore,0,High CPL,MHWs,Corallivore,D4,3x3
 Aug19,Medium,enriched,Detritivore,50.03,High CPL,MHWs,Herbivore,D4,3x3
 Aug19,Medium,enriched,Grazer,8.71,High CPL,MHWs,Herbivore,D4,3x3
 Aug19,Medium,enriched,Scraper/Excavator,0,High CPL,MHWs,Herbivore,D4,3x3
 Aug19,Low,enriched,Browser,0,Low CPL,MHWs,Herbivore,D4,2x2
 Aug19,Low,enriched,Corallivore,0,Low CPL,MHWs,Corallivore,D4,2x2
 Aug19,Low,enriched,Detritivore,0,Low CPL,MHWs,Herbivore,D4,2x2
 Aug19,Low,enriched,Grazer,0,Low CPL,MHWs,Herbivore,D4,2x2
 Aug19,Low,enriched,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,D4,2x2
 Aug19,Very Low,enriched,Browser,0,Low CPL,MHWs,Herbivore,D4,1x1
 Aug19,Very Low,enriched,Corallivore,0,Low CPL,MHWs,Corallivore,D4,1x1
 Aug19,Very Low,enriched,Detritivore,0,Low CPL,MHWs,Herbivore,D4,1x1
 Aug19,Very Low,enriched,Grazer,0,Low CPL,MHWs,Herbivore,D4,1x1
 Aug19,Very Low,enriched,Scraper/Excavator,0,Low CPL,MHWs,Herbivore,D4,1x1
 Aug21,High,ambient,Browser,0,High CPL,MHW recovery,Herbivore,A1,open
 Aug21,High,ambient,Corallivore,0,High CPL,MHW recovery,Corallivore,A1,open
 Aug21,High,ambient,Detritivore,33.92,High CPL,MHW recovery,Herbivore,A1,open
 Aug21,High,ambient,Grazer,74.64,High CPL,MHW recovery,Herbivore,A1,open
 Aug21,High,ambient,Scraper/Excavator,0,High CPL,MHW recovery,Herbivore,A1,open
 Aug21,Medium,ambient,Browser,0,High CPL,MHW recovery,Herbivore,A1,3x3
 Aug21,Medium,ambient,Corallivore,0,High CPL,MHW recovery,Corallivore,A1,3x3
 Aug21,Medium,ambient,Detritivore,138.13,High CPL,MHW recovery,Herbivore,A1,3x3
 Aug21,Medium,ambient,Grazer,0,High CPL,MHW recovery,Herbivore,A1,3x3
 Aug21,Medium,ambient,Scraper/Excavator,0,High CPL,MHW recovery,Herbivore,A1,3x3
 Aug21,Low,ambient,Browser,0,Low CPL,MHW recovery,Herbivore,A1,2x2
 Aug21,Low,ambient,Corallivore,0,Low CPL,MHW recovery,Corallivore,A1,2x2
 Aug21,Low,ambient,Detritivore,0,Low CPL,MHW recovery,Herbivore,A1,2x2
 Aug21,Low,ambient,Grazer,0,Low CPL,MHW recovery,Herbivore,A1,2x2
 Aug21,Low,ambient,Scraper/Excavator,0,Low CPL,MHW recovery,Herbivore,A1,2x2
 Aug21,Very Low,ambient,Browser,0,Low CPL,MHW recovery,Herbivore,A1,1x1
 Aug21,Very Low,ambient,Corallivore,0,Low CPL,MHW recovery,Corallivore,A1,1x1
 Aug21,Very Low,ambient,Detritivore,61.85,Low CPL,MHW recovery,Herbivore,A1,1x1
 Aug21,Very Low,ambient,Grazer,86.53,Low CPL,MHW recovery,Herbivore,A1,1x1
 Aug21,Very Low,ambient,Scraper/Excavator,0,Low CPL,MHW recovery,Herbivore,A1,1x1
 Aug21,High,enriched,Browser,0,High CPL,MHW recovery,Herbivore,A2,open
 Aug21,High,enriched,Corallivore,0,High CPL,MHW recovery,Corallivore,A2,open
 Aug21,High,enriched,Detritivore,148.26,High CPL,MHW recovery,Herbivore,A2,open
 Aug21,High,enriched,Grazer,52.4,High CPL,MHW recovery,Herbivore,A2,open
 Aug21,High,enriched,Scraper/Excavator,300.65,High CPL,MHW recovery,Herbivore,A2,open
 Aug21,Medium,enriched,Browser,0,High CPL,MHW recovery,Herbivore,A2,3x3
 Aug21,Medium,enriched,Corallivore,48.98,High CPL,MHW recovery,Corallivore,A2,3x3
 Aug21,Medium,enriched,Detritivore,143.26,High CPL,MHW recovery,Herbivore,A2,3x3
 Aug21,Medium,enriched,Grazer,0,High CPL,MHW recovery,Herbivore,A2,3x3
 Aug21,Medium,enriched,Scraper/Excavator,0,High CPL,MHW recovery,Herbivore,A2,3x3
 Aug21,Low,enriched,Browser,0,Low CPL,MHW recovery,Herbivore,A2,2x2
 Aug21,Low,enriched,Corallivore,0,Low CPL,MHW recovery,Corallivore,A2,2x2
 Aug21,Low,enriched,Detritivore,69.18,Low CPL,MHW recovery,Herbivore,A2,2x2
 Aug21,Low,enriched,Grazer,0,Low CPL,MHW recovery,Herbivore,A2,2x2
 Aug21,Low,enriched,Scraper/Excavator,0,Low CPL,MHW recovery,Herbivore,A2,2x2
 Aug21,Very Low,enriched,Browser,0,Low CPL,MHW recovery,Herbivore,A2,1x1
 Aug21,Very Low,enriched,Corallivore,0,Low CPL,MHW recovery,Corallivore,A2,1x1
 Aug21,Very Low,enriched,Detritivore,0,Low CPL,MHW recovery,Herbivore,A2,1x1
 Aug21,Very Low,enriched,Grazer,0,Low CPL,MHW recovery,Herbivore,A2,1x1
 Aug21,Very Low,enriched,Scraper/Excavator,0,Low CPL,MHW recovery,Herbivore,A2,1x1
 Aug21,High,enriched,Browser,0,High CPL,MHW recovery,Herbivore,B3,open
 Aug21,High,enriched,Corallivore,10.75,High CPL,MHW recovery,Corallivore,B3,open
 Aug21,High,enriched,Detritivore,0,High CPL,MHW recovery,Herbivore,B3,open
 Aug21,High,enriched,Grazer,0,High CPL,MHW recovery,Herbivore,B3,open
 Aug21,High,enriched,Scraper/Excavator,0,High CPL,MHW recovery,Herbivore,B3,open
 Aug21,Medium,enriched,Browser,0,High CPL,MHW recovery,Herbivore,B3,3x3
 Aug21,Medium,enriched,Corallivore,12.19,High CPL,MHW recovery,Corallivore,B3,3x3
 Aug21,Medium,enriched,Detritivore,90.68,High CPL,MHW recovery,Herbivore,B3,3x3
 Aug21,Medium,enriched,Grazer,194.85,High CPL,MHW recovery,Herbivore,B3,3x3
 Aug21,Medium,enriched,Scraper/Excavator,0,High CPL,MHW recovery,Herbivore,B3,3x3
 Aug21,Low,enriched,Browser,0,Low CPL,MHW recovery,Herbivore,B3,2x2
 Aug21,Low,enriched,Corallivore,0,Low CPL,MHW recovery,Corallivore,B3,2x2
 Aug21,Low,enriched,Detritivore,39.87,Low CPL,MHW recovery,Herbivore,B3,2x2
 Aug21,Low,enriched,Grazer,33.04,Low CPL,MHW recovery,Herbivore,B3,2x2
 Aug21,Low,enriched,Scraper/Excavator,0,Low CPL,MHW recovery,Herbivore,B3,2x2
 Aug21,Very Low,enriched,Browser,0,Low CPL,MHW recovery,Herbivore,B3,1x1
 Aug21,Very Low,enriched,Corallivore,0,Low CPL,MHW recovery,Corallivore,B3,1x1
 Aug21,Very Low,enriched,Detritivore,0,Low CPL,MHW recovery,Herbivore,B3,1x1
 Aug21,Very Low,enriched,Grazer,0,Low CPL,MHW recovery,Herbivore,B3,1x1
 Aug21,Very Low,enriched,Scraper/Excavator,0,Low CPL,MHW recovery,Herbivore,B3,1x1
 Aug21,High,ambient,Browser,0,High CPL,MHW recovery,Herbivore,B4,open
